StockCode,DescriptionClean,Revenue,UnitsSold,Orders,Customers,AvgUnitPrice,RevenueRank,VolumeRank,RankDifference,RevenuePerUnit,ReturnedUnits,ReturnValue,ReturnOrders,ReturnRate
21593,SWALLOW CIGAR BOX MATCHES,1629.31,1391,94,69,1.2480208333333334,2096.0,1716.0,-380.0,1.1713227893601725,24.0,30.0,1.0,1.7253774263120056
82582,AREA PATROLLED METAL SIGN,15110.980000000001,7479,796,258,2.3533042394014965,288.0,334.0,46.0,2.0204546062307798,129.0,241.38,8.0,1.7248295226634576
79320,FLAMINGO LIGHTS,4357.38,928,151,67,5.845099337748344,1050.0,2168.0,1118.0,4.695452586206897,16.0,77.10000000000001,10.0,1.7241379310344827
85216,ASSORTED CAKES FRIDGE MAGNETS,2154.2200000000003,2849,187,114,2.02281914893617,1770.0,940.0,-830.0,0.7561319761319762,49.0,31.85,4.0,1.71990171990172
21581,SKULLS DESIGN COTTON TOTE BAG,1890.74,1172,203,104,2.6458333333333335,1937.0,1890.0,-47.0,1.613259385665529,20.0,45.0,2.0,1.7064846416382253
22088,PAPER BUNTING COLOURED LACE,13076.880000000001,4399,619,266,3.5205271565495204,352.0,629.0,277.0,2.972693794044101,75.0,198.04999999999998,5.0,1.7049329393043873
21333,CLASSIC WHITE FRAME,3192.09,1057,222,150,3.225765765765766,1349.0,2018.0,669.0,3.0199526963103125,18.0,59.02,10.0,1.7029328287606436
21677,HEARTS STICKERS,1859.3799999999999,2125,279,144,0.9985304659498206,1958.0,1243.0,-715.0,0.8750023529411765,36.0,30.6,3.0,1.6941176470588233
22418,10 COLOUR SPACEBOY PEN,10397.33,12290,585,331,1.015704584040747,459.0,173.0,-286.0,0.8459991863303499,208.0,176.79999999999998,10.0,1.6924328722538649
21846,PINK DIAMANTE PEN IN GIFT BOX,3803.4,1601,264,51,3.9122641509433964,1171.0,1560.0,389.0,2.375640224859463,27.0,81.85000000000001,3.0,1.6864459712679576
23542,WALL ART 70'S ALPHABET,2757.06,356,74,44,10.14864864864865,1498.0,3081.0,1583.0,7.744550561797753,6.0,48.7,3.0,1.6853932584269662
22731,3D CHRISTMAS STAMPS STICKERS,2828.62,2018,232,138,1.5429361702127657,1473.0,1303.0,-170.0,1.4016947472745291,34.0,42.5,2.0,1.6848364717542121
22086,PAPER CHAIN KIT 50'S CHRISTMAS,117760.29000000001,35084,2018,896,3.3699274661508705,10.0,24.0,14.0,3.3565240565499948,590.0,1461.7,16.0,1.681678257895337
22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",4908.799999999999,3152,175,98,1.9305649717514124,950.0,870.0,-80.0,1.5573604060913704,53.0,87.44999999999999,6.0,1.681472081218274
20981,12 PENCILS TALL TUBE WOODLAND,4069.16,4718,513,290,0.9629126213592233,1110.0,591.0,-519.0,0.8624756252649427,79.0,67.14999999999999,7.0,1.6744383213225942
22630,DOLLY GIRL LUNCH BOX,33380.83,18122,1334,423,2.300874074074074,80.0,83.0,3.0,1.842005849244013,302.0,530.9999999999999,20.0,1.666482728175698
84978,HANGING HEART JAR T-LIGHT HOLDER,28475.96,21689,1425,525,1.5126805555555554,109.0,62.0,-47.0,1.3129217575729633,361.0,417.72,51.0,1.6644381944764628
21231,SWEETHEART CERAMIC TRINKET BOX,24128.86,19428,1482,500,1.4993377483443708,156.0,77.0,-79.0,1.2419631459748817,323.0,388.93,71.0,1.6625488984970147
22377,BOTTLE BAG RETROSPOT,6920.11,3618,435,200,2.4734174311926607,674.0,762.0,88.0,1.9126893311221669,60.0,116.8,5.0,1.658374792703151
23483,HANGING BUTTERFLY T-LIGHT HOLDER,1636.36,1328,73,57,2.409054054054054,2091.0,1757.0,-334.0,1.2321987951807227,22.0,26.240000000000002,4.0,1.6566265060240966
21579,LOLITA DESIGN COTTON TOTE BAG,1560.85,1029,136,80,2.5860583941605837,2148.0,2042.0,-106.0,1.516861030126336,17.0,38.25,5.0,1.6520894071914478
85116,BLACK CANDELABRA T-LIGHT HOLDER,2206.24,1817,181,40,1.560054945054945,1746.0,1413.0,-333.0,1.2142212438084754,30.0,63.00000000000001,2.0,1.6510731975784259
23355,HOT WATER BOTTLE KEEP CALM,28718.8,5816,782,474,5.271557788944723,107.0,457.0,350.0,4.937895460797799,96.0,417.6,8.0,1.6506189821182942
22073,RETRO SPOT STORAGE JAR,2853.29,729,155,95,4.591075949367089,1461.0,2411.0,950.0,3.9139780521262004,12.0,45.0,10.0,1.646090534979424
20676,RED RETROSPOT BOWL,7445.51,5846,544,227,1.6147176684881603,633.0,454.0,-179.0,1.273607594936709,96.0,106.13000000000001,6.0,1.6421484775915156
22925,BLUE GIANT GARDEN THERMOMETER,2989.52,488,191,130,6.48421875,1426.0,2788.0,1362.0,6.126065573770492,8.0,47.6,5.0,1.639344262295082
22824,3 TIER SWEETHEART GARDEN SHELF,2153.9500000000003,61,48,47,35.7,1771.0,4410.0,2639.0,35.31065573770492,1.0,35.95,1.0,1.639344262295082
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,11696.64,2381,356,215,5.995530726256984,396.0,1119.0,723.0,4.912490550188996,39.0,190.25,16.0,1.637967240655187
21714,CITRONELLA CANDLE GARDEN POT,6182.39,4283,522,230,1.7584600760456273,764.0,648.0,-116.0,1.4434718655148262,70.0,70.1,11.0,1.6343684333411161
22938,CUPCAKE LACE PAPER SET 6,6891.249999999999,3687,273,237,2.076981818181818,676.0,751.0,75.0,1.8690669921345264,60.0,117.0,4.0,1.627339300244101
84459B,YELLOW METAL CHICKEN HEART,2341.77,1475,213,115,2.115852534562212,1681.0,1649.0,-32.0,1.5876406779661016,24.0,35.76,1.0,1.6271186440677967
23008,DOLLY GIRL BABY GIFT SET,6719.61,433,133,99,16.12609022556391,701.0,2898.0,2197.0,15.518729792147806,7.0,118.65,4.0,1.6166281755196306
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,57318.71,27282,2193,658,2.4498823529411764,24.0,40.0,16.0,2.100971702954329,441.0,791.52,22.0,1.6164504068616672
22533,MAGIC DRAWING SLATE BAKE A CAKE,1763.2,4471,230,162,0.4756595744680851,2000.0,617.0,-1383.0,0.3943636770297473,72.0,30.240000000000002,2.0,1.6103779915007828
22194,BLACK DINER WALL CLOCK,3212.1,373,160,100,9.188625,1342.0,3040.0,1698.0,8.611528150134047,6.0,51.0,5.0,1.6085790884718498
21232,STRAWBERRY CERAMIC TRINKET POT,2131.2200000000003,1369,125,57,1.7832539682539683,1787.0,1731.0,-56.0,1.5567713659605553,22.0,27.5,5.0,1.6070124178232286
22148,EASTER CRAFT 4 CHICKS,6480.29,3237,299,209,2.3137377049180325,727.0,850.0,123.0,2.0019431572443622,52.0,101.39999999999999,6.0,1.6064257028112447
21770,OPEN CLOSED METAL SIGN,14807.300000000001,2991,651,423,5.4356748466257665,293.0,906.0,613.0,4.950618522233367,48.0,212.4,4.0,1.60481444332999
23354,6 GIFT TAGS 50'S CHRISTMAS,3429.4,3740,322,235,0.9722121212121212,1272.0,735.0,-537.0,0.916951871657754,60.0,49.8,3.0,1.6042780748663104
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,24445.609999999997,106250,1021,482,0.28256835937499997,151.0,1.0,-150.0,0.23007632941176467,1704.0,361.68,11.0,1.6037647058823528
82486,WOOD S/3 CABINET ANT WHITE FINISH,31594.39,3994,1072,320,8.51200184501845,86.0,689.0,603.0,7.910463194792188,64.0,519.0,39.0,1.6024036054081119
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,9765.529999999999,5441,737,338,2.020107671601615,495.0,492.0,-3.0,1.794804263922073,87.0,125.94999999999999,16.0,1.5989707774306194
21870,I CAN ONLY PLEASE ONE PERSON MUG,7627.49,6083,630,243,1.5364826498422712,618.0,438.0,-180.0,1.2539026795988821,97.0,121.25,18.0,1.594607923721848
22349,"DOG BOWL , CHASING BALL DESIGN",3014.3,754,136,104,4.172205882352941,1416.0,2366.0,950.0,3.997745358090186,12.0,42.120000000000005,5.0,1.5915119363395225
22700,BLACK AND WHITE DOG BOWL,3155.4,1384,98,79,2.8379591836734694,1364.0,1722.0,358.0,2.279913294797688,22.0,31.300000000000004,4.0,1.5895953757225432
23126,FELTCRAFT GIRL AMELIE KIT,5059.14,1007,275,187,5.402599277978339,929.0,2071.0,1142.0,5.023972194637538,16.0,79.2,6.0,1.5888778550148956
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1621.28,1513,208,92,1.2854761904761904,2105.0,1621.0,-484.0,1.071566424322538,24.0,30.0,1.0,1.5862524785194978
23031,DRAWER KNOB CRACKLE GLAZE PINK,2132.5,1266,153,93,1.8296078431372549,1786.0,1802.0,16.0,1.684439178515008,20.0,33.0,9.0,1.579778830963665
23119,PACK OF 6 LARGE FRUIT STRAWS,1401.7,2282,151,97,0.7791390728476821,2275.0,1177.0,-1098.0,0.6142418930762489,36.0,22.32,2.0,1.5775635407537247
20682,RED RETROSPOT CHILDRENS UMBRELLA,5380.2699999999995,1591,346,190,3.9289655172413793,876.0,1570.0,694.0,3.3816907605279694,25.0,80.75,10.0,1.571338780641106
22730,ALARM CLOCK BAKELIKE IVORY,14867.27,3702,746,289,4.39781041388518,292.0,748.0,456.0,4.016010264721772,58.0,217.5,14.0,1.5667206915180982
22338,STAR DECORATION PAINTED ZINC,2151.99,6087,264,143,0.5545387453874538,1773.0,436.0,-1337.0,0.3535386890093642,95.0,60.37,5.0,1.5607031378347298
22427,ENAMEL FLOWER JUG CREAM,19273.280000000002,3217,804,460,6.480569306930693,214.0,855.0,641.0,5.991072427727698,50.0,291.5,20.0,1.554243083618278
23171,REGENCY TEA PLATE GREEN,10051.99,6247,381,195,2.128433420365535,482.0,412.0,-70.0,1.609090763566512,97.0,146.25,5.0,1.5527453177525212
22628,PICNIC BOXES SET OF 3 RETROSPOT,8367.8,1744,350,172,5.627806267806268,575.0,1454.0,879.0,4.798050458715596,27.0,133.65,14.0,1.548165137614679
20685,DOORMAT RED RETROSPOT,35198.96,5039,901,416,8.831219512195123,73.0,546.0,473.0,6.985306608454058,78.0,542.22,8.0,1.5479261758285374
22536,MAGIC DRAWING SLATE PURDEY,3314.08,8491,352,233,0.4557617728531856,1307.0,283.0,-1024.0,0.3903050288540808,131.0,47.82,2.0,1.5428100341538098
22626,BLACK KITCHEN SCALES,7167.4800000000005,843,343,200,9.117871720116618,651.0,2264.0,1613.0,8.502348754448398,13.0,110.5,7.0,1.542111506524318
85099B,JUMBO BAG RED RETROSPOT,145961.83,77286,3249,860,2.36281677301732,7.0,6.0,-1.0,1.8885934063090337,1191.0,2127.42,71.0,1.54102942318143
84849D,HOT BATHS SOAP HOLDER,2618.27,1558,260,122,1.8957088122605363,1562.0,1589.0,27.0,1.6805327342747112,24.0,40.56,3.0,1.540436456996149
22780,LIGHT GARLAND BUTTERFILES PINK,6167.59,1623,179,110,4.196629834254144,766.0,1540.0,774.0,3.800117067159581,25.0,106.25,8.0,1.5403573629081946
22637,PIGGY BANK RETROSPOT,11492.82,4480,599,329,3.0113,406.0,616.0,210.0,2.565361607142857,69.0,171.9,30.0,1.5401785714285716
35001G,HAND OPEN SHAPE GOLD,2259.47,715,103,46,4.204857142857143,1713.0,2430.0,717.0,3.1600979020979016,11.0,37.29,2.0,1.5384615384615385
21761,WOOD AND GLASS MEDICINE CABINET,1814.75,65,24,21,29.575,1977.0,4377.0,2400.0,27.91923076923077,1.0,29.95,1.0,1.5384615384615385
22183,CAKE STAND VICTORIAN FILIGREE MED,3297.25,586,209,58,6.313157894736842,1312.0,2624.0,1312.0,5.626706484641638,9.0,56.2,6.0,1.5358361774744027
22300,COFFEE MUG DOG + BALL DESIGN,9891.4,4117,527,254,3.0054613935969865,489.0,670.0,181.0,2.402574690308477,63.0,160.65,20.0,1.5302404663589992
21773,DECORATIVE ROSE BATHROOM BOTTLE,1899.4,1642,308,87,1.9163870967741934,1928.0,1524.0,-404.0,1.1567600487210719,25.0,31.25,3.0,1.5225334957369063
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,9589.84,2964,709,326,3.739410939691445,503.0,914.0,411.0,3.2354385964912282,45.0,129.95000000000002,18.0,1.5182186234817814
22301,COFFEE MUG CAT + BIRD DESIGN,12124.78,5012,646,273,3.162391975308642,382.0,551.0,169.0,2.41915003990423,76.0,192.0,26.0,1.5163607342378291
21042,RED SPOTTY APRON,4638.110000000001,794,204,120,6.717843137254902,1002.0,2324.0,1322.0,5.841448362720404,12.0,71.4,5.0,1.5113350125944585
22851,SET 20 NAPKINS FAIRY CAKES DESIGN,4193.679999999999,5167,523,306,0.9530827067669172,1084.0,524.0,-560.0,0.8116276369266497,78.0,66.3,4.0,1.5095800270950261
21218,RED SPOTTY BISCUIT TIN,20800.31,5256,897,313,5.261407982261641,193.0,513.0,320.0,3.9574410197869105,79.0,277.25,27.0,1.5030441400304413
22343,PARTY PIZZA DISH RED RETROSPOT,1541.47,2797,153,74,0.7627450980392158,2163.0,959.0,-1204.0,0.5511154808723633,42.0,35.7,2.0,1.5016088666428316
21876,POTTERING MUG,7351.25,5663,623,239,1.9827884615384614,641.0,474.0,-167.0,1.2981193713579375,85.0,112.39999999999999,15.0,1.5009712166696099
21925,UNION STRIPE CUSHION COVER,1562.33,1201,167,100,1.5775147928994084,2146.0,1867.0,-279.0,1.300857618651124,18.0,22.5,5.0,1.4987510407993339
22779,WOODEN OWLS LIGHT GARLAND,6631.35,1735,193,112,4.198775510204082,714.0,1459.0,745.0,3.8221037463976946,26.0,110.5,7.0,1.4985590778097981
48195,DOOR MAT GREEN PAISLEY,1613.56,268,86,56,8.110813953488371,2111.0,3350.0,1239.0,6.020746268656716,4.0,27.0,2.0,1.4925373134328357
22059,CERAMIC STRWBERRY DESIGN MUG,3393.1,2347,215,106,1.8904017857142856,1286.0,1143.0,-143.0,1.445717937792927,35.0,52.15,10.0,1.4912654452492544
23184,BULL DOG BOTTLE OPENER,4764.5,874,264,129,6.4533082706766915,968.0,2227.0,1259.0,5.451372997711671,13.0,64.35,4.0,1.4874141876430207
22947,WOODEN ADVENT CALENDAR RED,12704.15,1011,209,124,14.754761904761905,363.0,2063.0,1700.0,12.565924826904055,15.0,221.26999999999998,11.0,1.483679525222552
21662,VINTAGE GLASS COFFEE CADDY,1735.0500000000002,270,107,59,7.3523148148148145,2023.0,3342.0,1319.0,6.426111111111112,4.0,23.8,4.0,1.4814814814814816
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1561.49,3514,400,131,0.5738118811881188,2147.0,786.0,-1361.0,0.4443625498007968,52.0,21.84,3.0,1.479795105293113
37500,TEA TIME TEAPOT IN GIFT BOX,6787.46,881,263,147,9.145227272727272,690.0,2217.0,1527.0,7.704267877412032,13.0,119.97,9.0,1.4755959137343928
21070,VINTAGE BILLBOARD MUG,2083.46,2034,229,107,1.584655172413793,1814.0,1295.0,-519.0,1.0243166175024583,30.0,33.32,2.0,1.4749262536873156
22788,BROCANTE COAT RACK,3942.62,476,84,51,11.650238095238095,1138.0,2813.0,1675.0,8.28281512605042,7.0,66.75,5.0,1.4705882352941175
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,5014.650000000001,1775,214,179,3.115555555555556,934.0,1434.0,500.0,2.825154929577465,26.0,71.9,4.0,1.4647887323943662
22845,VINTAGE CREAM CAT FOOD CONTAINER,6482.96,956,387,185,7.823444730077121,726.0,2131.0,1405.0,6.781338912133891,14.0,88.1,9.0,1.4644351464435146
22292,"SPRING DEC , HANGING CHICK YELLOW",2164.88,1640,109,80,1.6096363636363638,1762.0,1526.0,-236.0,1.320048780487805,24.0,34.8,1.0,1.4634146341463417
22299,PIG KEYRING WITH LIGHT & SOUND,4430.82,3912,202,103,1.629207920792079,1036.0,703.0,-333.0,1.132622699386503,57.0,71.25,5.0,1.4570552147239262
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,11762.93,2883,465,228,5.06049356223176,392.0,928.0,536.0,4.080100589663545,42.0,166.0,9.0,1.45681581685744
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,23040.04,7964,1147,442,3.2624037639007697,166.0,313.0,147.0,2.8930236062280263,116.0,327.0,41.0,1.4565544952285283
21462,"NURSERY A,B,C PAINTED LETTERS",2425.41,413,171,131,6.878888888888889,1640.0,2952.0,1312.0,5.872663438256658,6.0,40.5,6.0,1.4527845036319613
22653,BUTTON BOX,5618.21,3031,381,156,2.042291666666667,830.0,899.0,69.0,1.8535829759155393,44.0,85.8,4.0,1.4516661167931375
37448,CERAMIC CAKE DESIGN SPOTTED MUG,6827.21,4549,528,198,1.8049816176470588,684.0,612.0,-72.0,1.500815563860189,66.0,97.86,26.0,1.4508683227082875
71053,WHITE METAL LANTERN,18525.22,4700,701,290,4.430222841225627,222.0,595.0,373.0,3.9415361702127663,68.0,248.52,19.0,1.446808510638298
21349,IVY HEART WREATH,4010.73,553,171,113,8.393837209302326,1123.0,2681.0,1558.0,7.252676311030742,8.0,54.0,2.0,1.4466546112115732
22766,PHOTO FRAME CORNICE,12864.25,4367,640,343,3.1835038759689924,358.0,634.0,276.0,2.945786581177009,63.0,185.85000000000002,20.0,1.4426379665674376
23156,SET OF 5 MINI GROCERY MAGNETS,3423.29,1665,205,117,2.261497584541063,1274.0,1511.0,237.0,2.05603003003003,24.0,49.92,2.0,1.4414414414414414
22795,SWEETHEART RECIPE BOOK STAND,11175.81,1597,498,227,7.921394422310757,418.0,1562.0,1144.0,6.998002504696306,23.0,118.95,6.0,1.440200375704446
22384,LUNCH BAG PINK RETROSPOT,14391.72,8916,812,375,1.8455259975816203,304.0,262.0,-42.0,1.6141453566621802,128.0,190.4,14.0,1.4356213548676535
21009,ETCHED GLASS STAR TREE DECORATION,1494.99,1047,102,72,1.4825714285714284,2191.0,2031.0,-160.0,1.4278796561604585,15.0,18.75,3.0,1.4326647564469914
21586,KINGS CHOICE GIANT TUBE MATCHES,6018.75,2583,238,172,2.5149590163934423,781.0,1037.0,256.0,2.3301393728222997,37.0,94.35000000000001,4.0,1.4324428958575302
22998,TRAVEL CARD WALLET KEEP CALM,5262.82,12366,534,217,0.49730483271375464,890.0,172.0,-718.0,0.42558790231279314,177.0,74.34,11.0,1.4313440077632218
22128,PARTY CONES CANDY ASSORTED,4759.59,3923,195,143,1.5353299492385786,969.0,700.0,-269.0,1.2132526127963295,56.0,70.0,3.0,1.4274789701758857
85059,FRENCH ENAMEL WATER BASIN,2399.89,701,211,108,4.293896713615023,1653.0,2450.0,797.0,3.4235235378031383,10.0,30.0,4.0,1.4265335235378032
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4586.4,1127,268,149,4.836455223880598,1007.0,1932.0,925.0,4.069565217391304,16.0,60.0,9.0,1.419698314108252
23245,SET OF 3 REGENCY CAKE TINS,31118.550000000003,6345,873,472,5.883424657534246,91.0,396.0,305.0,4.904420803782506,90.0,421.5,37.0,1.4184397163120568
21246,RED SPOTTY BIG BOWL,2150.8500000000004,423,101,68,5.613663366336634,1774.0,2923.0,1149.0,5.084751773049646,6.0,29.700000000000003,2.0,1.4184397163120568
22052,VINTAGE CARAVAN GIFT WRAP,1460.5,3525,128,105,0.41812499999999997,2223.0,781.0,-1442.0,0.41432624113475175,50.0,21.0,2.0,1.4184397163120568
20712,JUMBO BAG WOODLAND ANIMALS,37499.37,17710,1415,387,2.738984593837535,70.0,89.0,19.0,2.1174121964991532,251.0,447.61,18.0,1.417278373800113
21289,LARGE STRIPES CHOCOLATE GIFT BAG,1549.31,1413,102,52,1.3087254901960785,2156.0,1697.0,-459.0,1.0964685067232838,20.0,25.0,2.0,1.4154281670205235
21937,STRAWBERRY PICNIC BAG,12038.82,4100,657,286,3.6050832072617247,386.0,674.0,288.0,2.9362975609756097,58.0,169.10000000000002,14.0,1.4146341463414636
21624,VINTAGE UNION JACK DOORSTOP,10641.15,1771,403,281,6.616987654320988,447.0,1437.0,990.0,6.0085544889892715,25.0,128.75,3.0,1.4116318464144553
22112,CHOCOLATE HOT WATER BOTTLE,57981.94,11066,1721,631,5.846643757159221,22.0,201.0,179.0,5.23964756913067,156.0,687.48,13.0,1.4097234773179108
21217,RED RETROSPOT ROUND CAKE TINS,15123.2,1420,465,219,12.523447537473233,286.0,1691.0,1405.0,10.650140845070423,20.0,199.0,14.0,1.4084507042253522
21476,STEEL SWEETHEART ROUND TABLE CREAM,2219.5099999999998,142,85,53,16.436,1738.0,3839.0,2101.0,15.630352112676055,2.0,29.9,2.0,1.4084507042253522
22324,BLUE POLKADOT KIDS BAG,1389.06,568,151,52,3.31625,2286.0,2652.0,366.0,2.4455281690140844,8.0,15.6,1.0,1.4084507042253522
22911,PAPER CHAIN KIT LONDON,2454.3500000000004,853,164,115,3.219818181818182,1631.0,2251.0,620.0,2.8773153575615478,12.0,35.400000000000006,4.0,1.406799531066823
20702,PINK PADDED MOBILE,3296.7,782,245,151,4.303225806451613,1313.0,2337.0,1024.0,4.215728900255754,11.0,46.75,6.0,1.4066496163682864
22080,RIBBON REEL SPOTS DESIGN,3668.58,2211,277,199,1.8497491039426521,1212.0,1205.0,-7.0,1.6592401628222524,31.0,51.15,2.0,1.4020805065581186
22902,TOTE BAG I LOVE LONDON,3506.56,1716,199,102,2.593283582089552,1257.0,1472.0,215.0,2.0434498834498833,24.0,50.400000000000006,2.0,1.3986013986013985
22625,RED KITCHEN SCALES,22911.55,2647,958,440,9.646722338204592,167.0,1018.0,851.0,8.65566679259539,37.0,299.2,21.0,1.3978088401964488
21355,TOAST ITS - I LOVE YOU,4218.05,3452,341,213,1.455664739884393,1076.0,804.0,-272.0,1.2219148319814601,48.0,60.0,3.0,1.3904982618771726
22449,SILK PURSE BABUSHKA PINK,2843.8300000000004,863,218,111,3.3467272727272728,1469.0,2244.0,775.0,3.295283893395134,12.0,40.2,2.0,1.3904982618771726
21212,PACK OF 72 RETRO SPOT CAKE CASES,24054.43,46728,1410,632,0.6659163763066203,157.0,12.0,-145.0,0.5147755093305941,649.0,310.02,9.0,1.3888888888888888
22366,DOORMAT AIRMAIL,13875.59,2089,433,200,9.173718244803695,318.0,1264.0,946.0,6.642216371469603,29.0,209.97000000000003,4.0,1.3882240306366682
22807,SET OF 6 T-LIGHTS TOADSTOOLS,4086.5600000000004,1375,294,125,3.702675585284281,1103.0,1729.0,626.0,2.9720436363636367,19.0,51.25000000000001,3.0,1.3818181818181818
21238,RED RETROSPOT CUP,4164.55,4731,469,186,1.0648734177215189,1090.0,587.0,-503.0,0.8802684421898119,65.0,54.99,13.0,1.3739167195096174
15056N,EDWARDIAN PARASOL NATURAL,57975.450000000004,11286,1033,347,6.818394230769231,23.0,198.0,175.0,5.1369351408825095,155.0,840.55,21.0,1.3733829523303207
22937,BAKING MOULD CHOCOLATE CUPCAKES,2502.04,948,157,119,2.928509316770186,1611.0,2139.0,528.0,2.639282700421941,13.0,33.15,2.0,1.3713080168776373
22589,CARDHOLDER GINGHAM STAR,3626.78,1317,238,170,3.0943153526970955,1222.0,1763.0,541.0,2.753819286256644,18.0,45.9,1.0,1.366742596810934
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,3715.68,7056,550,344,0.6896672504378284,1200.0,356.0,-844.0,0.5265986394557823,96.0,81.6,1.0,1.3605442176870748
21591,COSY HOUR CIGAR BOX MATCHES,6003.08,3978,365,264,1.262421052631579,784.0,692.0,-92.0,1.509069884364002,54.0,67.5,2.0,1.3574660633484164
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,1781.97,221,98,16,11.912755102040817,1991.0,3517.0,1526.0,8.063212669683258,3.0,23.85,2.0,1.3574660633484164
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,2002.84,590,186,117,3.713978494623656,1867.0,2616.0,749.0,3.39464406779661,8.0,25.0,7.0,1.3559322033898304
21869,POTTING SHED COFFEE MUG,1469.5800000000002,1264,111,82,1.348125,2213.0,1803.0,-410.0,1.1626424050632913,17.0,21.25,4.0,1.3449367088607596
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,18044.97,4621,814,323,4.762558139534884,226.0,603.0,377.0,3.904992425881844,62.0,222.78,22.0,1.3417009305345162
21931,JUMBO STORAGE BAG SUKI,61537.55,29183,2330,546,2.532299192520187,17.0,33.0,16.0,2.108677997464277,390.0,710.63,34.0,1.3363944762361648
22384,LUNCH BAG PINK POLKADOT,19500.66,11751,1281,508,2.0076021588280644,212.0,184.0,-28.0,1.659489405157008,157.0,244.45,22.0,1.3360565058292913
21777,RECIPE BOX WITH METAL HEART,9075.51,1126,367,169,9.097527173913043,532.0,1937.0,1405.0,8.059955595026643,15.0,119.25,9.0,1.3321492007104796
46000S,POLYESTER FILLER PAD 40X40CM,5032.95,5261,390,240,1.412820512820513,933.0,512.0,-421.0,0.9566527276183234,70.0,101.5,5.0,1.3305455236647026
21934,SKULL SHOULDER BAG,8275.22,4597,725,164,2.1966574965612105,579.0,605.0,26.0,1.8001348705677613,61.0,100.64999999999999,2.0,1.3269523602349358
22221,CAKE STAND LOVEBIRD 2 TIER PINK,6702.33,905,156,108,10.578535031847133,703.0,2193.0,1490.0,7.405889502762431,12.0,119.39999999999999,9.0,1.3259668508287292
21637,ASSORTED SANSKRIT MINI NOTEBOOK,1741.72,1358,93,40,1.8408602150537634,2016.0,1735.0,-281.0,1.2825625920471282,18.0,22.5,1.0,1.3254786450662739
22777,GLASS CLOCHE LARGE,3821.82,453,99,66,10.184545454545454,1168.0,2860.0,1692.0,8.436688741721854,6.0,50.15,5.0,1.3245033112582782
22349,DOG BOWL CHASING BALL DESIGN,7537.37,1821,232,144,4.102905982905983,626.0,1408.0,782.0,4.139137836353652,24.0,90.0,6.0,1.3179571663920924
23094,LE GRAND TRAY CHIC SET,1924.92,152,79,65,12.815443037974683,1909.0,3788.0,1879.0,12.663947368421054,2.0,25.0,2.0,1.3157894736842104
22161,HEART DECORATION RUSTIC HANGING,2738.28,6726,489,156,0.6999212598425197,1512.0,375.0,-1137.0,0.40711864406779663,88.0,28.880000000000003,2.0,1.3083556348498364
23086,ZINC STAR T-LIGHT HOLDER,1451.43,1225,47,31,1.5197872340425533,2237.0,1845.0,-392.0,1.1848408163265307,16.0,20.0,1.0,1.306122448979592
21389,IVORY HANGING DECORATION BIRD,2008.09,2299,261,149,0.9979850746268656,1860.0,1165.0,-695.0,0.8734623749456285,30.0,25.5,6.0,1.3049151805132666
85034A,3 GARDENIA MORRIS BOXED CANDLES,2364.82,846,135,92,3.896338028169014,1667.0,2262.0,595.0,2.795295508274232,11.0,37.75,5.0,1.3002364066193852
22199,FRYING PAN RED RETROSPOT,2590.21,617,217,95,5.282626728110599,1577.0,2579.0,1002.0,4.19807131280389,8.0,34.0,2.0,1.2965964343598055
23298,SPOTTY BUNTING,42513.48,8491,1141,571,5.514403114186851,52.0,283.0,231.0,5.006887292427276,110.0,482.81,12.0,1.295489341655871
85125,SMALL ROUND CUT GLASS CANDLESTICK,1479.51,309,62,32,5.313709677419355,2204.0,3216.0,1012.0,4.788058252427184,4.0,19.8,1.0,1.2944983818770228
23301,GARDENERS KNEELING PAD KEEP CALM,16327.349999999999,8807,913,405,1.9439673913043478,253.0,267.0,14.0,1.8539059838764618,114.0,168.89999999999998,11.0,1.2944248892926082
22382,LUNCH BAG SPACEBOY DESIGN,33049.37,19605,2109,774,1.9003522780648192,82.0,76.0,-6.0,1.6857623055343025,253.0,387.25,20.0,1.2904871206324917
21718,RED METAL BEACH SPADE,5250.3,4030,467,223,1.6677659574468087,891.0,680.0,-211.0,1.3028039702233252,52.0,65.0,5.0,1.2903225806451613
21681,GIANT MEDINA STAMPED METAL BOWL,2234.81,233,79,62,10.156375,1730.0,3471.0,1741.0,9.59145922746781,3.0,29.849999999999998,2.0,1.2875536480686696
