StockCode,DescriptionClean,Revenue,UnitsSold,Orders,Customers,AvgUnitPrice,RevenuePerUnit,ReturnedUnits,ReturnValue,ReturnRate
21308,LOUVRE VANITY MIRROR,705.9,132,6,3,12.158333333333333,5.347727272727273,2.0,15.9,1.5151515151515151
21265,PINK GOOSE FEATHER TREE 60CM,705.59,321,34,26,3.586470588235294,2.1980996884735204,20.0,55.0,6.230529595015576
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,705.46,641,125,43,1.9376,1.1005616224648986,0.0,0.0,0.0
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,705.01,374,42,18,3.347674418604651,1.8850534759358288,0.0,0.0,0.0
21442,GREEN BIRDHOUSE DECORATION,704.9699999999999,973,136,66,1.1215441176470589,0.7245323741007194,0.0,0.0,0.0
22981,PANTRY APPLE CORER,704.13,471,105,58,1.8700925925925926,1.494968152866242,6.0,8.7,1.2738853503184715
84869,CANDY BUTTON PHOTO ALBUM,703.54,302,26,18,5.044615384615384,2.3296026490066226,0.0,0.0,0.0
20763,DAISY SKETCHBOOK,702.86,267,74,54,3.805945945945946,2.632434456928839,4.0,15.0,1.4981273408239701
84569A,PACK 3 IRON ON DOG PATCHES,702.42,562,112,59,1.3568421052631578,1.2498576512455515,1.0,1.25,0.1779359430604982
21740,COSY SLIPPER SHOES LARGE RED,698.0100000000001,201,66,44,3.687910447761194,3.4726865671641796,0.0,0.0,0.0
84584,PINK GINGHAM CAT WITH SCARF,696.75,282,75,47,2.8196,2.470744680851064,0.0,0.0,0.0
85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,695.23,835,106,77,0.9473831775700935,0.8326107784431138,12.0,10.2,1.437125748502994
22036,DINOSAUR BIRTHDAY CARD,695.11,1649,135,77,0.49740740740740735,0.421534263189812,65.0,27.3,3.9417828987265007
23187,FRENCH STYLE STORAGE JAR BONBONS,695.06,2338,74,66,0.3154666666666667,0.2972882805816937,37.0,16.49,1.5825491873396065
20898,VINTAGE NOTEBOOK TRAVELOGUE,693.9200000000001,327,53,35,3.1941818181818182,2.1220795107033643,6.0,17.700000000000003,1.834862385321101
72755D,FLOWER FAIRY OIL BURNER SET SUMMER,693.25,533,13,12,1.9423076923076923,1.300656660412758,0.0,0.0,0.0
72131,COLUMBIAN CANDLE RECTANGLE,692.28,748,56,42,1.6534482758620688,0.9255080213903742,16.0,31.2,2.13903743315508
20862,PINK PATCH PENCIL CASE BLUE HEART,691.1400000000001,325,37,21,2.6216216216216215,2.1265846153846155,1.0,2.1,0.3076923076923077
72753A,S/3 FLWR FAIRY LILLY CANDLES,690.24,315,14,10,3.735,2.1912380952380954,0.0,0.0,0.0
35964,FOLKART CLIP ON STARS,689.76,1187,132,50,1.1159701492537313,0.5810951979780961,0.0,0.0,0.0
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,688.73,274,83,44,2.6616867469879515,2.5136131386861313,3.0,7.65,1.094890510948905
90161D,ANT COPPER PINK BOUDICCA BRACELET,687.52,138,75,18,4.992000000000001,4.982028985507246,0.0,0.0,0.0
84917,WHITE HAND TOWEL WITH BUTTERFLY,686.03,229,53,16,4.334150943396226,2.9957641921397378,0.0,0.0,0.0
85186A,EASTER BUNNY GARLAND OF FLOWERS,685.87,1473,159,76,0.6140625,0.4656279701289885,12.0,5.04,0.8146639511201629
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,685.6700000000001,142,61,42,5.027213114754098,4.828661971830987,0.0,0.0,0.0
84563A,PINK & WHITE BREAKFAST TRAY,685.15,139,62,26,6.021612903225806,4.929136690647482,0.0,0.0,0.0
37492D,PURPLE GREEN FLOWER PIGGY BANK,682.9899999999999,361,26,18,4.201538461538462,1.8919390581717448,8.0,13.2,2.21606648199446
22847,"BREAD BIN, DINER STYLE, IVORY",682.7499999999999,45,10,9,15.55,15.172222222222219,0.0,0.0,0.0
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,682.66,516,111,33,2.1677477477477476,1.322984496124031,24.0,18.96,4.651162790697675
23120,PACK OF 6 SMALL FRUIT STRAWS,682.39,1685,100,69,0.46819047619047616,0.40497922848664686,72.0,30.240000000000002,4.27299703264095
85023B,EAU DE NILE JEWELLED PHOTOFRAME,682.35,293,38,32,2.526315789473684,2.3288395904436863,74.0,156.3,25.25597269624573
17165D,ASS COL LARGE SAND FROG P'WEIGHT,682.32,716,89,62,1.0346236559139785,0.9529608938547487,6.0,6.300000000000001,0.8379888268156425
22033,BOTANICAL ROSE GREETING CARD,681.93,1603,128,80,0.481640625,0.4254086088583905,0.0,0.0,0.0
23325,RUSTIC STRAWBERRY JAM POT SMALL,681.54,426,32,24,1.8299999999999998,1.5998591549295773,18.0,29.700000000000003,4.225352112676056
85084,HOLLY TOP CHRISTMAS STOCKING,681.4,682,84,53,1.0668965517241378,0.9991202346041055,0.0,0.0,0.0
21674,RIDGED GLASS PENDANT LAMPSHADE,680.8499999999999,43,9,8,16.505555555555553,15.833720930232555,0.0,0.0,0.0
21386,IVORY HANGING DECORATION EGG,680.78,1148,105,72,0.8370909090909091,0.59301393728223,0.0,0.0,0.0
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,680.65,586,107,38,1.8778504672897196,1.161518771331058,0.0,0.0,0.0
21397,BLUE POLKADOT EGG CUP,679.38,1163,81,51,1.2280246913580246,0.5841616509028374,0.0,0.0,0.0
23597,PAPER BUNTING PAISLEY PARK,679.07,249,31,28,3.186129032258065,2.7271887550200806,6.0,17.700000000000003,2.4096385542168677
47594A,CAROUSEL DESIGN WASHBAG,678.3,344,105,65,2.0837142857142856,1.9718023255813952,23.0,44.85,6.686046511627906
62094B,TURQ ICE CREAM BUM BAG,677.99,305,67,20,3.935820895522388,2.222918032786885,0.0,0.0,0.0
84925D,LA PALMIERA WALL THERMOMETER,677.45,452,26,24,2.321153846153846,1.4987831858407081,372.0,93.0,82.30088495575221
90160C,TURQ+RED BOUDICCA LARGE BRACELET,677.0,97,45,25,7.005333333333334,6.979381443298969,0.0,0.0,0.0
85096,HILDA CANDY SPOT RABBIT,676.92,164,66,42,4.50089552238806,4.1275609756097555,1.0,3.75,0.6097560975609756
84824,DANISH ROSE UMBRELLA STAND,676.4499999999999,38,32,23,18.4484375,17.801315789473684,1.0,15.95,2.631578947368421
23428,IVORY RETRO KITCHEN WALL CLOCK,675.91,77,33,25,9.915454545454546,8.778051948051948,2.0,16.3,2.5974025974025974
22511,RETROSPOT BABUSHKA DOORSTOP,675.5600000000001,297,77,63,3.187272727272727,2.274612794612795,1.0,3.75,0.33670033670033667
21847,GREEN DIAMANTE PEN IN GIFT BOX,675.37,347,71,20,3.2625,1.9463112391930837,0.0,0.0,0.0
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,674.3,288,67,48,2.604328358208955,2.3413194444444443,0.0,0.0,0.0
22999,TRAVEL CARD WALLET RETRO PETALS,674.11,1544,105,61,0.4817592592592593,0.4365997409326425,0.0,0.0,0.0
20856,DENIM PATCH PURSE PINK BUTTERFLY,674.0899999999999,408,122,70,1.6599999999999997,1.6521813725490193,11.0,18.15,2.696078431372549
37444C,PINK BREAKFAST CUP AND SAUCER,673.72,1654,54,14,4.633888888888889,0.40732769044740025,768.0,99.84,46.43288996372431
22034,ROBIN CHRISTMAS CARD,673.49,1617,94,71,0.4511702127659574,0.41650587507730363,24.0,10.08,1.4842300556586272
22965,3 TRADITIONAL COOKIE CUTTERS SET,671.4000000000001,354,10,10,2.05,1.8966101694915256,0.0,0.0,0.0
75013B,"STRING OF 8 BUTTERFLIES,PINK",669.62,390,76,48,2.02275,1.716974358974359,1.0,2.7,0.2564102564102564
72023F,RED ORGANIC CANDLE IN GLASS,669.62,640,49,34,1.3499999999999999,1.04628125,0.0,0.0,0.0
85205B,PINK FELT EASTER RABBIT GARLAND,669.38,241,61,36,3.193064516129032,2.777510373443983,0.0,0.0,0.0
23024,LARGE BONNE JAM JAR T-LIGHT HOLDER,667.8500000000001,255,11,8,3.0081818181818183,2.619019607843138,2.0,4.98,0.7843137254901961
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",667.47,492,116,63,1.6133620689655173,1.3566463414634147,2.0,2.5,0.40650406504065045
72750B,FLOWER FAIRY SET 3 CANDLES LAVENDER,666.85,303,30,25,3.283333333333333,2.200825082508251,18.0,43.1,5.9405940594059405
85203,HANGING WOOD AND FELT BUTTERFLY,665.91,1463,224,94,0.5662337662337663,0.4551674641148325,0.0,0.0,0.0
21879,HEARTS GIFT TAPE,664.84,1567,152,81,0.7494771241830065,0.4242756860242502,0.0,0.0,0.0
21247,SET OF RED SALAD SERVERS,664.73,422,81,44,1.8867901234567903,1.5751895734597157,0.0,0.0,0.0
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,664.3499999999999,103,51,28,6.51156862745098,6.449999999999999,2.0,12.7,1.9417475728155338
21750,LARGE SKULL WINDMILL,663.85,309,62,43,2.428548387096774,2.1483818770226537,1.0,2.1,0.3236245954692557
21884,CAKES AND BOWS GIFT TAPE,663.61,1448,161,61,0.9903105590062111,0.45829419889502765,0.0,0.0,0.0
46776E,WOVEN CANDY CUSHION COVER,662.1,205,77,9,4.191948051948051,3.229756097560976,0.0,0.0,0.0
21197,MULTICOLOUR CONFETTI IN TUBE,661.81,453,45,29,1.6319565217391303,1.4609492273730682,21.0,34.65,4.635761589403973
22383,LUNCHBAG SUKI DESIGN,661.63,410,35,29,1.742,1.6137317073170732,0.0,0.0,0.0
23547,WRAP FLOWER SHOP,661.5,1575,62,57,0.42,0.42,0.0,0.0,0.0
17109C,FLOWER FAIRY INCENSE ROSE,661.23,3124,15,13,1.238,0.21166133162612036,1.0,1.69,0.03201024327784891
23482,PEARLISED IVORY HEART LARGE,661.02,418,39,32,1.765897435897436,1.5813875598086125,0.0,0.0,0.0
85188B,PINK METAL SWINGING BUNNY,660.88,748,74,48,1.0734210526315788,0.8835294117647059,24.0,20.4,3.2085561497326207
22322,BIRD DECORATION GREEN SPOT,660.62,678,108,42,1.3082407407407406,0.9743657817109145,2.0,1.7,0.2949852507374631
21764,VINTAGE WOODEN PLATE RACK,659.1500000000001,17,11,11,39.49545454545455,38.77352941176471,1.0,39.95,5.88235294117647
16169K,WRAP FOLK ART,658.75,2075,60,56,0.3625,0.31746987951807226,0.0,0.0,0.0
17012D,ORIGAMI ROSE INCENSE/CANDLE SET,658.72,520,116,41,1.9451724137931032,1.2667692307692309,0.0,0.0,0.0
21263,GREEN GOOSE FEATHER TREE 60CM,658.29,299,56,39,3.060175438596491,2.201638795986622,2.0,3.9,0.6688963210702341
85186C,BUNNY EGG GARLAND,658.19,1400,152,75,0.6046794871794872,0.4701357142857143,44.0,18.48,3.1428571428571432
46776D,WOVEN SUNSET CUSHION COVER,658.07,153,76,7,4.279605263157895,4.301111111111111,1.0,11.93,0.6535947712418301
20652,BLUE SPOTTY LUGGAGE TAG,657.9,1236,80,40,1.248148148148148,0.5322815533980583,0.0,0.0,0.0
22056,CERAMIC PLATE LOVE HEART DESIGN,656.87,607,34,23,1.9435294117647057,1.082158154859967,1.0,1.49,0.16474464579901155
85028S,FRENCH CHATEAU SMALL FRUITBOWL,656.82,430,33,29,3.327058823529412,1.5274883720930235,38.0,54.9,8.837209302325581
22677,"FRENCH BLUE METAL DOOR SIGN, 2",656.41,509,77,56,1.4463636363636365,1.289607072691552,0.0,0.0,0.0
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",656.0500000000001,176,69,20,4.638260869565218,3.7275568181818186,2.0,5.9,1.1363636363636365
21441,BLUE BIRDHOUSE DECORATION,655.4599999999999,928,133,67,1.1006716417910447,0.7063146551724138,0.0,0.0,0.0
22054,MINI CAKE STAND HANGING HEARTS,655.01,361,74,45,2.1535897435897433,1.814432132963989,14.0,23.099999999999998,3.8781163434903045
85028L,FRENCH CHATEAU LARGE FRUIT BOWL,654.01,271,27,22,5.863333333333333,2.413321033210332,26.0,45.9,9.59409594095941
85168B,BLACK BAROQUE CARRIAGE CLOCK,652.17,72,52,17,9.157884615384615,9.057916666666666,0.0,0.0,0.0
90184C,BLACK CHUNKY BEAD BRACELET W STRAP,651.89,72,49,21,9.102857142857141,9.054027777777778,0.0,0.0,0.0
85019C,CURIOUS IMAGES NOTEBOOK SET,651.19,423,25,18,3.3876,1.5394562647754138,36.0,81.0,8.51063829787234
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,651.05,63,44,33,10.812222222222221,10.334126984126984,0.0,0.0,0.0
47310M,"SMALL POP BOX,FUNKY MONKEY",650.96,488,85,23,1.7739999999999998,1.3339344262295083,0.0,0.0,0.0
21307,SET/4 BUTTERFLY MIRROR MAGNETS,650.07,749,72,41,2.1256944444444446,0.867917222963952,1.0,2.1,0.13351134846461948
20714,POSY SHOPPER BAG,649.8199999999999,1580,28,10,0.9467857142857142,0.4112784810126582,0.0,0.0,0.0
23224,CHERUB HEART DECORATION GOLD,649.02,738,71,44,1.0394366197183098,0.8794308943089431,14.0,11.620000000000001,1.8970189701897018
84993A,75 GREEN PETIT FOUR CASES,648.61,1471,177,88,0.5324719101123595,0.440931339225017,0.0,0.0,0.0
20618,QUEEN OF THE SKIES PASSPORT COVER,648.54,297,137,50,2.278905109489051,2.1836363636363636,0.0,0.0,0.0
21350,GINGHAM HEART WREATH,647.7500000000001,225,42,39,2.940909090909091,2.8788888888888895,2.0,5.9,0.8888888888888888
21003,ROSE DU SUD CUSHION COVER,647.75,109,64,10,5.928125,5.942660550458716,0.0,0.0,0.0
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,646.56,1620,81,64,0.4168292682926829,0.3991111111111111,2.0,0.84,0.12345679012345678
21134,VICTORIAN METAL POSTCARD CHRISTMAS,646.4399999999999,377,46,40,2.1581249999999996,1.7146949602122015,0.0,0.0,0.0
84916,HAND TOWEL PALE BLUE W FLOWERS,646.4300000000001,261,58,28,4.468965517241379,2.4767432950191575,0.0,0.0,0.0
22678,"FRENCH BLUE METAL DOOR SIGN, 3",645.15,501,71,50,1.4629577464788732,1.2877245508982036,0.0,0.0,0.0
47597,NEW ENGLAND TEATOWELS,644.88,322,124,34,1.9637301587301585,2.0027329192546586,0.0,0.0,0.0
23408,PHOTO FRAME LINEN AND LACE SMALL,644.8000000000001,310,59,53,2.08,2.08,14.0,29.12,4.516129032258064
85215,ASSORTED CHEESE FRIDGE MAGNETS,643.89,831,66,33,1.6874626865671642,0.7748375451263537,0.0,0.0,0.0
17181,CIRCLE OF FRIENDS CANDLE HOLDER,642.66,353,65,26,3.771641791044776,1.8205665722379603,0.0,0.0,0.0
22134,LADLE LOVE HEART RED,642.4,1489,145,57,0.6335172413793103,0.43143049026192076,12.0,5.04,0.8059100067159166
16169M,WRAP DAISY CARPET,640.95,2060,59,56,0.35483333333333333,0.3111407766990292,0.0,0.0,0.0
17084N,FAIRY DREAMS INCENSE,640.26,2768,187,42,0.34598930481283424,0.2313078034682081,0.0,0.0,0.0
84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,639.4699999999999,699,94,53,1.1359574468085107,0.91483547925608,12.0,10.2,1.7167381974248928
84865,NEW BAROQUE BLACK PHOTO ALBUM,639.42,77,48,26,9.396666666666667,8.304155844155844,0.0,0.0,0.0
84986B,SET OF 36 SILVER PAPER DOILIES,639.06,432,75,58,1.5328947368421053,1.4793055555555554,0.0,0.0,0.0
35004P,SET OF 3 PINK FLYING DUCKS,638.97,120,43,17,6.8058139534883715,5.32475,0.0,0.0,0.0
21665,TRIANGULAR RIDGED GLASS POSY HOLDER,638.8,879,75,35,1.088974358974359,0.7267349260523321,0.0,0.0,0.0
84601A,NEW BAROQUE IVORY CUSHION COVER,638.34,260,15,9,3.6726666666666667,2.4551538461538462,150.0,187.5,57.692307692307686
84766,SILVER ROCOCO CANDLE STICK,638.0,200,27,24,4.57962962962963,3.19,16.0,43.199999999999996,8.0
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",637.5,250,65,52,2.55,2.55,2.0,5.1,0.8
21816,CHRISTMAS TREE T-LIGHT HOLDER,637.3399999999999,422,50,34,1.6994117647058824,1.5102843601895732,1.0,1.45,0.23696682464454977
84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,636.47,58,45,0,10.975333333333333,10.973620689655172,0.0,0.0,0.0
85185D,FROG SOCK PUPPET,636.11,195,66,38,3.762878787878788,3.2621025641025643,0.0,0.0,0.0
23492,VINTAGE JINGLE BELLS WREATH,635.38,76,28,24,8.549285714285714,8.360263157894737,0.0,0.0,0.0
22391,PAPERWEIGHT HOME SWEET HOME,635.19,323,66,45,2.8237878787878787,1.9665325077399383,0.0,0.0,0.0
23298,"BUNTING , SPOTTY",634.7,146,7,7,4.721428571428572,4.347260273972603,0.0,0.0,0.0
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,634.64,433,70,27,2.7132394366197183,1.4656812933025405,10.0,20.4,2.3094688221709005
22510,GINGHAM BABUSHKA DOORSTOP,633.35,272,62,53,2.888225806451613,2.3284926470588236,0.0,0.0,0.0
20819,SILVER TEDDY BEAR,631.49,228,65,39,3.888,2.7696929824561405,0.0,0.0,0.0
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,631.12,477,92,29,2.0094623655913977,1.3231027253668763,0.0,0.0,0.0
23216,LAUREL HEART ANTIQUE GOLD,630.73,525,44,32,1.446888888888889,1.2013904761904761,0.0,0.0,0.0
84964A,PINK PAINTED KASHMIRI TABLE,630.0,11,2,2,45.0,57.27272727272727,0.0,0.0,0.0
23019,SMALL APOTHECARY MEASURING JAR,629.05,81,28,26,8.078571428571427,7.766049382716049,0.0,0.0,0.0
85230E,STRAWBRY SCENTED VOTIVE CANDLE,628.41,2445,66,44,0.27545454545454545,0.25701840490797545,0.0,0.0,0.0
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,627.95,295,30,26,2.216666666666667,2.1286440677966105,0.0,0.0,0.0
22263,FELT EGG COSY LADYBIRD,627.38,836,105,34,1.1693457943925232,0.7504545454545455,49.0,32.34,5.861244019138756
22042,CHRISTMAS CARD SINGING ANGEL,627.19,1738,128,89,0.40689922480620155,0.36086881472957427,24.0,10.08,1.380897583429229
72814,SET OF 3 CHRISTMAS BRIAR CANDLES,626.39,176,31,26,3.8603125,3.559034090909091,0.0,0.0,0.0
16169N,WRAP BLUE RUSSIAN FOLKART,626.25,2025,56,52,0.3501785714285714,0.30925925925925923,0.0,0.0,0.0
71101E,STANDING FAIRY POLE SUPPORT,626.13,777,47,34,0.8364583333333333,0.8058301158301159,3.0,2.55,0.3861003861003861
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,625.48,69,47,23,9.110212765957447,9.064927536231885,3.0,26.849999999999998,4.3478260869565215
85218,S/5 MINI ICE CREAM FRIDGE MAGNETS,625.1999999999999,1992,2,2,0.875,0.31385542168674696,3.0,4.35,0.15060240963855423
82616A,BUBBLE GUM SCARF KNITTING KIT,624.21,316,52,42,2.9890384615384615,1.975348101265823,0.0,0.0,0.0
22289,"DECORATION , HANGING METAL CHICKEN",623.96,616,42,26,1.5902325581395347,1.012922077922078,0.0,0.0,0.0
85092,CANDY SPOT TEA COSY,622.57,391,24,14,4.058333333333333,1.5922506393861895,24.0,30.0,6.138107416879795
20694,FLORAL PINK MONSTER,622.33,166,54,23,4.398363636363636,3.748975903614458,4.0,15.0,2.4096385542168677
22288,HANGING METAL RABBIT DECORATION,621.97,476,59,37,1.6196825396825396,1.3066596638655463,0.0,0.0,0.0
22129,PARTY CONES CANDY DECORATION,621.96,454,67,6,2.337910447761194,1.3699559471365639,0.0,0.0,0.0
84596J,MIXED NUTS LIGHT GREEN BOWL,621.74,810,138,50,1.183623188405797,0.7675802469135803,6.0,7.5,0.7407407407407408
23425,STORAGE TIN HOME SWEET HOME,621.44,275,56,35,3.0989285714285715,2.2597818181818186,7.0,17.43,2.5454545454545454
23180,MUM'S KITCHEN CLOCK,621.09,122,49,29,5.939387755102041,5.0909016393442625,1.0,4.95,0.819672131147541
16156N,"WRAP, FRIENDSHIP ON GREEN",619.5,1475,56,51,0.42,0.42,0.0,0.0,0.0
22043,CHRISTMAS CARD SCREEN PRINT,619.25,2203,125,86,0.3305511811023622,0.28109396277802995,12.0,5.04,0.5447117566954154
23528,WALL ART SPACEBOY,618.59,173,37,20,5.19972972972973,3.575664739884393,0.0,0.0,0.0
84707B,PINK JEWELLED MIRROR TRINKET TRAY,618.52,79,51,22,8.634509803921569,7.829367088607595,4.0,39.8,5.063291139240507
22837,HOT WATER BOTTLE BABUSHKA LARGE,618.0,136,14,14,4.621428571428572,4.544117647058823,0.0,0.0,0.0
20696,FLORAL SOFT CAR TOY,617.9399999999999,151,60,28,4.625666666666667,4.092317880794702,0.0,0.0,0.0
23471,SIX DRAWER OFFICE TIDY,616.79,65,27,26,10.162592592592592,9.489076923076922,0.0,0.0,0.0
23453,OVAL MINI PORTRAIT FRAME,615.98,316,47,40,1.9883673469387753,1.9493037974683545,0.0,0.0,0.0
72772,SET/4 SCENTED CANDLES IN RAMEKINS,615.84,457,9,8,2.531111111111111,1.3475711159737418,0.0,0.0,0.0
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,615.49,364,44,15,3.0925,1.6909065934065934,3.0,11.25,0.8241758241758242
84932C,SMALL ORIENTAL BLUE FOLDING STOOL,615.4,282,34,31,3.105882352941176,2.1822695035460993,1.0,8.5,0.3546099290780142
20689,RETRO SISTERS EXPRESSO CUPS,614.1,429,41,25,6.176585365853659,1.4314685314685316,12.0,23.4,2.797202797202797
84859A,SILVER DISCO HANDBAG,613.53,293,58,40,3.3916666666666666,2.0939590443686007,0.0,0.0,0.0
47583A,SET OF 3 WICKER BASKET ROSE,612.8199999999999,71,6,5,26.30333333333333,8.631267605633802,2.0,49.9,2.8169014084507045
85114c,RED ENCHANTED FOREST PLACEMAT,612.64,185,42,0,3.3133333333333335,3.3115675675675673,0.0,0.0,0.0
37351,ORANGE FLOWER MUG,612.5099999999999,5404,11,7,3.7536363636363634,0.11334381939304217,0.0,0.0,0.0
23018,LARGE APOTHECARY MEASURING JAR,612.1600000000001,51,21,19,12.900476190476192,12.003137254901963,0.0,0.0,0.0
79315W,FLYING SAUCER TABLE LIGHT IN WHITE,611.51,199,13,6,4.3561538461538465,3.0729145728643217,0.0,0.0,0.0
35972,DAISY FOLKART HEART DECORATION,611.38,440,87,43,1.7579545454545453,1.3895,0.0,0.0,0.0
84858C,PINK RIVIERA HANDBAG,611.0699999999999,347,30,22,5.593999999999999,1.761008645533141,0.0,0.0,0.0
22538,MINI JIGSAW GO TO THE FAIR,610.43,1443,86,56,0.5362790697674419,0.423028413028413,0.0,0.0,0.0
22680,"FRENCH BLUE METAL DOOR SIGN, 5",610.11,477,65,51,1.4050769230769231,1.2790566037735849,0.0,0.0,0.0
gift_0001_30,DOTCOMGIFTSHOP GIFT VOUCHER £30.00,610.09,24,24,0,25.420416666666668,25.420416666666668,0.0,0.0,0.0
23454,THREE MINI HANGING FRAMES,610.0,142,50,39,4.540566037735849,4.295774647887324,2.0,8.3,1.4084507042253522
90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,609.4300000000001,144,84,21,4.223928571428571,4.232152777777778,0.0,0.0,0.0
21392,RED POLKADOT PUDDING BOWL,608.9,3717,17,12,2.17,0.1638149044928706,3648.0,474.24,98.14366424535916
20655,QUEEN OF SKIES LUGGAGE TAG,608.48,414,189,55,1.70125,1.4697584541062803,0.0,0.0,0.0
84051,ASS COLOUR GLOWING TIARAS,607.98,746,60,50,0.8963934426229508,0.8149865951742628,0.0,0.0,0.0
21173,LOO ROLL METAL SIGN,607.9599999999999,340,77,44,2.2123076923076925,1.7881176470588234,12.0,19.799999999999997,3.5294117647058822
20695,FLORAL BLUE MONSTER,604.58,142,61,24,4.856393442622951,4.257605633802817,4.0,17.0,2.8169014084507045
85169D,PINK LOVE BIRD CANDLE,603.98,521,88,39,1.4993181818181818,1.1592706333973128,1.0,1.25,0.19193857965451055
79190B,RETRO PLASTIC POLKA TRAY,603.08,1485,136,57,0.539264705882353,0.40611447811447815,16.0,6.72,1.0774410774410774
21416,CLAM SHELL LARGE,603.0600000000002,751,22,15,4.120434782608696,0.8030093209054596,0.0,0.0,0.0
84247G,"DECOUPAGE,GREETING CARD,",602.67,1414,107,54,0.48644859813084107,0.4262164073550212,0.0,0.0,0.0
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,602.6600000000001,120,43,27,5.442093023255814,5.022166666666667,0.0,0.0,0.0
84932A,SMALL GREEN PEONY FOLDING STOOL,602.6,262,24,22,3.860416666666667,2.3000000000000003,0.0,0.0,0.0
20863,BLUE PATCH PENCIL CASE PINK HEART,601.53,293,50,35,2.4202,2.053003412969283,1.0,2.1,0.3412969283276451
82095,HEART BUTTONS JEWELLERY BOX,600.91,100,48,21,6.192916666666666,6.0091,0.0,0.0,0.0
23520,EMBROIDERED RIBBON REEL RUBY,600.55,167,32,30,3.9675,3.5961077844311373,0.0,0.0,0.0
84876D,BLUE HEART COMPACT MIRROR,600.52,331,35,24,3.5862857142857143,1.8142598187311179,14.0,47.5,4.229607250755287
85146,JARDIN ETCHED GLASS SMALL BELL JAR,599.38,118,29,23,5.614516129032259,5.0794915254237285,0.0,0.0,0.0
90143,SILVER BRACELET W PASTEL FLOWER,599.13,79,41,15,7.63390243902439,7.583924050632912,7.0,52.5,8.860759493670885
17109D,FLOWER FAIRY INCENSE BOUQUET,598.3100000000001,1257,38,33,1.406153846153846,0.4759824980111377,1.0,1.69,0.07955449482895784
21440,12 MINI TOADSTOOL PEGS,597.56,472,95,72,1.32875,1.2660169491525421,2.0,2.5,0.423728813559322
84682,CLASSICAL ROSE DISH,596.94,295,49,31,3.3329411764705887,2.0235254237288136,6.0,17.700000000000003,2.0338983050847457
22679,"FRENCH BLUE METAL DOOR SIGN, 4",596.34,468,62,48,1.4125806451612903,1.2742307692307693,0.0,0.0,0.0
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,595.18,131,71,36,5.237887323943662,4.5433587786259535,0.0,0.0,0.0
85117,NIGHTINGALE COATHOOK WHITE,594.3199999999999,347,61,29,2.2267213114754094,1.7127377521613831,0.0,0.0,0.0
47469,ASSORTED SHAPES PHOTO CLIP SILVER,594.28,1220,29,21,0.6308333333333334,0.48711475409836064,24.0,15.6,1.9672131147540985
72122,COFFEE SCENT PILLAR CANDLE,593.3299999999999,586,120,80,1.1326612903225806,1.0125085324232082,0.0,0.0,0.0
16236,KITTY PENCIL ERASERS,593.29,2652,260,108,0.30335849056603775,0.22371417797888385,28.0,5.88,1.0558069381598794
20849,ZINC HEART LATTICE DOUBLE PLANTER,593.03,674,24,15,4.047083333333333,0.8798664688427299,0.0,0.0,0.0
22092,BLUE PAISLEY TISSUE BOX,592.91,933,140,105,0.8154285714285714,0.6354876741693462,0.0,0.0,0.0
62096A,PINK/YELLOW FLOWERS HANDBAG,592.79,383,89,47,2.2487912087912085,1.5477545691906005,0.0,0.0,0.0
23377,PACK OF 12 DOLLY GIRL TISSUES,592.4499999999999,1351,133,69,0.5607462686567164,0.4385270170244263,8.0,3.12,0.5921539600296076
85113,POLKA DOT PISTACHIO PAIL,591.6600000000001,285,48,36,2.310612244897959,2.076,0.0,0.0,0.0
21304,ARCHED GREY MIRROR,591.58,86,18,16,11.132222222222222,6.8788372093023264,0.0,0.0,0.0
84963B,BLUE PAINTED KASHMIRI CHAIR,591.5,18,6,5,42.958333333333336,32.861111111111114,0.0,0.0,0.0
20794,BLUE TILE HOOK,591.02,212,48,27,3.4424489795918363,2.787830188679245,18.0,45.9,8.49056603773585
21322,GLASS SPHERE CANDLE STAND LARGE,590.45,301,14,12,4.9678571428571425,1.9616279069767444,0.0,0.0,0.0
